,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
30,3794,Cosmos,ATOM,cosmos,780,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,390930671.00,390930671.00,True,,31,,,,2024-06-27T09:27:00.000Z,6.75,88037856.02,-7.09,0.20,-1.08,-4.03,-21.00,-19.73,-44.42,2639345211.19,0.12,2639345211.19,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:49
31,11841,Arbitrum,ARB,arbitrum,943,2023-03-23T12:50:11.000Z,"['scaling', 'dao', 'dapp', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'layer-2', 'rollups', 'pantera-capital-portfolio', 'arbitrum-ecosytem', 'modular-blockchain', 'egirl-capital-portfolio']",,3231588116.00,10000000000.00,False,,32,,,,2024-06-27T09:27:00.000Z,0.81,166366792.65,-7.97,0.72,-1.13,-3.24,-31.94,-29.26,-50.67,2617519309.64,0.12,8099792472.56,,2024-06-27T09:27:00.000Z,11841.00,Arbitrum,ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,2024-06-27 18:28:49
32,512,Stellar,XLM,stellar,601,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.00,29144843801.48,50001786967.37,False,,33,,,,2024-06-27T09:27:00.000Z,0.09,43875698.48,-11.14,0.39,-1.97,-5.91,-17.13,-22.31,-36.98,2602552082.51,0.12,4465019861.99,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:49
33,4847,Stacks,STX,stacks,182,2019-10-28T00:00:00.000Z,"['mineable', 'platform', 'collectibles-nfts', 'defi', 'smart-contracts', 'metaverse', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', 'usv-portfolio', 'web3', 'injective-ecosystem', 'bitcoin-ecosystem']",1818000000.00,1468765601.05,1818000000.00,False,,34,1048765672.09,1823990350.96,,2024-06-27T09:27:00.000Z,1.74,100452413.62,-36.96,0.86,1.19,2.27,-12.20,-31.71,-50.23,2554445054.27,0.11,3161825893.34,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:49
34,27075,Mantle,MNT,mantle,79,2023-07-17T11:00:31.000Z,"['ethereum-ecosystem', 'layer-2', 'dwf-labs-portfolio']",6219316795.00,3266841707.84,6219316794.99,False,,35,1843669839.00,1424264236.02,,2024-06-27T09:28:00.000Z,0.77,148277759.29,-30.58,0.42,-0.18,-8.16,-24.38,-29.85,-33.90,2523687110.78,0.11,4804521013.59,,2024-06-27T09:28:00.000Z,1027.00,Ethereum,ETH,ethereum,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-06-27 18:28:49
35,3897,OKB,OKB,okb,124,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'alameda-research-portfolio', 'x1-ecosystem']",,60000000.00,300000000.00,False,,36,246638974.00,10329551053.26,,2024-06-27T09:27:00.000Z,41.88,2307823.19,-32.90,0.15,1.17,-2.86,-11.36,-20.96,-33.82,2512875613.88,0.11,12564378069.38,,2024-06-27T09:27:00.000Z,1027.00,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,2024-06-27 18:28:49
36,2280,Filecoin,FIL,filecoin,493,2017-12-13T00:00:00.000Z,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'web3', 'filecoin-ecosystem', 'sec-security-token', 'alleged-sec-securities', 'depin']",,565522250.00,1960166888.00,False,,37,,,,2024-06-27T09:28:00.000Z,4.36,93821839.98,-17.26,1.03,-1.13,-3.92,-26.13,-27.08,-54.26,2465571117.98,0.11,8545960597.43,,2024-06-27T09:28:00.000Z,,,,,,2024-06-27 18:28:49
37,3635,Cronos,CRO,cronos,242,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments', 'injective-ecosystem', 'layer-1']",,26571560696.00,30000000000.00,False,,38,,,,2024-06-27T09:27:00.000Z,0.09,7935499.20,-26.91,0.76,0.42,-4.93,-24.39,-29.92,-40.86,2395907245.46,0.11,2705043116.82,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:49
38,10603,Immutable,IMX,immutable-x,293,2021-06-24T00:00:00.000Z,"['collectibles-nfts', 'zero-knowledge-proofs', 'gaming', 'scaling', 'layer-2', 'rollups', 'arrington-xrp-capital-portfolio', 'alameda-research-portfolio']",2000000000.00,1507875589.39,2000000000.00,False,,40,570354831.00,881215538.19,,2024-06-27T09:28:00.000Z,1.55,40903250.40,-14.70,1.13,0.25,-4.18,-33.03,-28.86,-48.06,2329713586.70,0.10,3090060749.17,,2024-06-27T09:28:00.000Z,1027.00,Ethereum,ETH,ethereum,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,2024-06-27 18:28:49
39,1518,Maker,MKR,maker,484,2017-01-29T00:00:00.000Z,"['store-of-value', 'defi', 'dao', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'bnb-chain', 'real-world-assets', 'standard-crypto-portfolio']",1005577.00,928666.40,977631.04,False,,39,,,0.41,2024-06-27T09:27:00.000Z,2507.62,112031758.18,33.69,0.09,6.95,2.19,-8.42,-17.71,-29.04,2328746370.68,0.10,2521609267.99,5737249927.30,2024-06-27T09:27:00.000Z,1027.00,Ethereum,ETH,ethereum,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2024-06-27 18:28:49
40,26081,First Digital USD,FDUSD,first-digital-usd,324,2023-07-26T04:26:40.000Z,"['stablecoin', 'ethereum-ecosystem', 'binance-smart-chain', 'usd-stablecoin', 'fiat-stablecoin']",,2221648225.90,2221648225.90,False,,41,,,,2024-06-27T09:27:00.000Z,1.00,3455474987.69,-28.03,0.03,-0.04,-0.07,0.03,0.02,-0.29,2220391369.54,0.10,2220391369.54,,2024-06-27T09:27:00.000Z,1027.00,Ethereum,ETH,ethereum,0xc5f0f7b66764F6ec8C8Dff7BA683102295E16409,2024-06-27 18:28:49
41,7226,Injective,INJ,injective,385,2020-09-29T00:00:00.000Z,"['pos', 'platform', 'cosmos-ecosystem', 'ai-big-data', 'defi', 'smart-contracts', 'cosmos', 'binance-smart-chain', 'binance-launchpad', 'binance-labs-portfolio', 'cms-holdings-portfolio', 'pantera-capital-portfolio', 'web3', 'injective-ecosystem', 'layer-1']",,93400000.00,100000000.00,False,,42,,,,2024-06-27T09:27:00.000Z,23.53,104843905.35,12.57,0.61,3.27,6.22,-6.55,-10.90,-36.58,2198009901.29,0.10,2353329658.77,,2024-06-27T09:27:00.000Z,1027.00,Ethereum,ETH,ethereum,0xe28b3b32b6c345a34ff64674606124dd5aceca30,2024-06-27 18:28:49
42,8000,Lido DAO,LDO,lido-dao,411,2020-12-15T00:00:00.000Z,"['defi', 'dao', 'three-arrows-capital-portfolio', 'paradigm-portfolio', 'arbitrum-ecosytem', 'liquid-staking-derivatives', 'optimism-ecosystem', 'standard-crypto-portfolio', 'egirl-capital-portfolio']",,892889663.40,1000000000.00,False,,43,892889648.01,2134117504.36,0.07,2024-06-27T09:27:00.000Z,2.39,188562516.37,26.73,0.25,1.83,3.71,-1.66,14.42,-15.51,2134117541.14,0.09,2390124590.55,32547869024.42,2024-06-27T09:27:00.000Z,1027.00,Ethereum,ETH,ethereum,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2024-06-27 18:28:49
43,3077,VeChain,VET,vechain,290,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio', 'real-world-assets']",86712634466.00,80985041177.00,85985041177.00,False,,44,80985041177.00,2094771898.05,,2024-06-27T09:27:00.000Z,0.03,31075533.24,-8.83,0.77,-0.97,-4.53,-27.59,-35.94,-43.16,2094771898.05,0.09,2242922732.95,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:49
44,6719,The Graph,GRT,the-graph,484,2020-12-17T00:00:00.000Z,"['ai-big-data', 'enterprise-solutions', 'defi', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'analytics', 'coinfund-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'ledgerprime-portfolio', 'multicoin-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'injective-ecosystem']",,9548531509.17,10799706720.16,False,,45,,,,2024-06-27T09:27:00.000Z,0.21,51951208.55,-9.37,1.24,-2.30,-6.84,-31.51,-19.43,-46.59,2048036740.20,0.09,2316397670.68,,2024-06-27T09:27:00.000Z,1027.00,Ethereum,ETH,ethereum,0xc944e90c64b2c07662a292be6244bdf05cda44a7,2024-06-27 18:28:49
45,28752,dogwifhat,WIF,dogwifhat,418,2023-12-19T09:08:50.000Z,"['memes', 'solana-ecosystem', 'doggone-doggerel']",,998905834.42,998905834.42,False,,46,,,,2024-06-27T09:28:00.000Z,2.05,420094551.09,-22.79,0.69,1.79,-3.41,-41.03,-25.60,-43.34,2042782873.72,0.09,2042782873.72,,2024-06-27T09:28:00.000Z,5426.00,Solana,SOL,solana,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,2024-06-27 18:28:49
46,20947,Sui,SUI,sui,270,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.00,2426143880.71,10000000000.00,False,,47,,,,2024-06-27T09:28:00.000Z,0.83,111385881.38,-16.99,0.40,-1.50,-7.58,-19.37,-33.04,-60.44,2025604738.12,0.09,8349070944.31,,2024-06-27T09:28:00.000Z,,,,,,2024-06-27 18:28:49
47,11840,Optimism,OP,optimism-ethereum,542,2022-05-31T16:19:46.000Z,"['layer-2', 'optimism-ecosystem', 'modular-blockchain']",4294967296.00,1121728540.00,4294967296.00,False,,48,,,,2024-06-27T09:27:00.000Z,1.76,171796292.59,8.63,1.31,0.81,-10.03,-30.36,-34.58,-51.89,1970842088.71,0.09,7546123696.37,,2024-06-27T09:27:00.000Z,11840.00,Optimism,OP,optimism-ethereum,0x4200000000000000000000000000000000000042,2024-06-27 18:28:49
48,22974,Bittensor,TAO,bittensor,72,2023-03-06T05:20:00.000Z,"['ai-big-data', 'distributed-computing', 'oracles', 'dao', 'polkadot-ecosystem', 'polychain-capital-portfolio', 'dcg-portfolio', 'open-source', 'generative-ai', 'depin']",21000000.00,6988260.00,6988260.00,False,,49,,,,2024-06-27T09:28:00.000Z,276.38,34559895.91,-18.78,0.32,-2.78,-12.82,-36.33,-35.71,-47.75,1931393410.31,0.09,5803914224.22,,2024-06-27T09:28:00.000Z,,,,,,2024-06-27 18:28:49
49,5632,Arweave,AR,arweave,146,2020-05-27T00:00:00.000Z,"['distributed-computing', 'filesharing', 'storage', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'web3', 'egirl-capital-portfolio', 'depin']",66000000.00,65652466.00,65652466.00,False,,50,,,,2024-06-27T09:27:00.000Z,26.94,74452801.86,-10.49,-0.22,-3.56,-3.81,-34.06,-24.96,-34.45,1768684316.49,0.08,1778046918.88,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:49
0,1,Bitcoin,BTC,bitcoin,11138,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.00,19717681.00,19717681.00,False,,1,,,,2024-06-27T09:28:00.000Z,60933.81,21453226097.62,-20.08,0.31,-0.89,-7.13,-10.43,-4.45,-12.82,1201473364673.43,53.31,1279609942880.31,,2024-06-27T09:28:00.000Z,,,,,,2024-06-27 18:28:59
1,1027,Ethereum,ETH,ethereum,9103,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120180875.24,120180875.24,True,,2,,,,2024-06-27T09:27:00.000Z,3385.28,11262137555.02,-6.99,0.47,0.23,-5.56,-12.49,2.27,-4.33,406846237218.19,18.06,406846237218.19,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:59
2,825,Tether USDt,USDT,tether,90203,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112829626104.06,116076856624.97,True,,3,,,,2024-06-27T09:27:00.000Z,1.00,42623974299.58,-13.62,-0.01,-0.08,-0.09,-0.01,-0.05,-0.12,112709438089.07,5.00,115953209605.43,,2024-06-27T09:27:00.000Z,1027.00,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-27 18:28:59
3,1839,BNB,BNB,bnb,2187,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583401.48,147583401.48,False,,4,,,,2024-06-27T09:27:00.000Z,572.29,1554296027.22,1.29,0.63,-0.39,-5.03,-4.47,-4.88,-6.29,84460830257.42,3.75,84460830257.42,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:59
4,5426,Solana,SOL,solana,694,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462240484.91,578921533.07,True,,5,,,,2024-06-27T09:27:00.000Z,136.89,1422632300.51,-35.57,0.84,0.22,-0.36,-18.13,-4.10,-26.03,63275604853.22,2.81,79247948553.14,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:59
5,3408,USDC,USDC,usd-coin,20408,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32905395500.14,32905395500.14,False,,6,,,,2024-06-27T09:27:00.000Z,1.00,4854578471.52,-14.44,-0.02,-0.02,-0.05,-0.04,-0.03,-0.03,32896112381.93,1.46,32896112381.93,,2024-06-27T09:27:00.000Z,1027.00,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-27 18:28:59
6,52,XRP,XRP,xrp,1345,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.00,55688327582.00,99987490594.00,False,,7,,,,2024-06-27T09:28:00.000Z,0.47,850349296.70,-2.00,0.25,-0.97,-5.75,-10.96,-10.07,-23.66,26109540926.65,1.16,46885123077.55,,2024-06-27T09:28:00.000Z,,,,,,2024-06-27 18:28:59
7,11419,Toncoin,TON,toncoin,442,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2459616646.10,5108168776.90,True,,8,3414166606.00,25984869425.00,,2024-06-27T09:27:00.000Z,7.61,235411572.01,-10.19,0.50,1.61,5.41,18.33,36.99,56.91,18719888265.63,0.83,38877744992.14,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:59
8,74,Dogecoin,DOGE,dogecoin,1015,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144879686383.71,144879686383.71,True,,9,,,,2024-06-27T09:28:00.000Z,0.12,474871273.92,-26.11,0.86,-2.21,-2.71,-25.79,-18.11,-42.24,17708248924.68,0.79,17708248924.68,,2024-06-27T09:28:00.000Z,,,,,,2024-06-27 18:28:59
9,2010,Cardano,ADA,cardano,1202,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.00,35748271842.51,36994116264.58,False,,10,,,,2024-06-27T09:27:00.000Z,0.38,254938638.16,14.01,0.18,-2.61,-3.03,-16.96,-19.86,-40.79,13562196060.49,0.60,17072121007.99,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:59
10,1958,TRON,TRX,tron,996,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87217915988.34,87217948771.47,True,,11,71659659264.00,8820767525.20,,2024-06-27T09:27:00.000Z,0.12,250564547.55,-7.49,-0.01,-0.85,5.40,10.96,2.01,2.84,10735872440.19,0.48,10735876475.55,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:59
11,5805,Avalanche,AVAX,avalanche,750,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.00,393858432.94,443204802.94,False,,12,,,,2024-06-27T09:27:00.000Z,26.44,341409653.21,42.40,1.90,1.73,-5.91,-28.45,-24.00,-50.70,10411844323.54,0.46,18921174751.49,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:59
12,5994,Shiba Inu,SHIB,shiba-inu,838,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271243355487.62,589519692698836.62,False,,13,,,,2024-06-27T09:27:00.000Z,0.00,192267320.61,-35.68,0.68,-3.10,-8.63,-31.48,-31.38,-44.70,10044835037.19,0.45,10049070154.20,,2024-06-27T09:27:00.000Z,1027.00,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-27 18:28:59
13,1975,Chainlink,LINK,chainlink,1805,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.45,1000000000.00,False,,14,,,,2024-06-27T09:27:00.000Z,13.84,218922759.66,-4.28,1.04,-1.71,-5.23,-23.91,-2.63,-26.62,8418587382.79,0.37,13844084512.16,,2024-06-27T09:27:00.000Z,1027.00,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-27 18:28:59
14,6636,Polkadot,DOT,polkadot-new,786,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.37,1437953431.37,True,,15,1461919115.95,8526957436.30,,2024-06-27T09:27:00.000Z,5.83,141432062.99,-5.19,0.47,-0.35,-0.88,-21.07,-15.55,-38.31,8387172430.32,0.37,8387172430.32,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:59
15,1831,Bitcoin Cash,BCH,bitcoin-cash,899,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.00,19725056.25,19725056.25,False,,16,,,,2024-06-27T09:27:00.000Z,373.89,191009092.91,-30.44,0.70,-0.64,-5.52,-19.71,-22.28,-36.09,7374938637.26,0.33,7851623306.91,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:59
16,6535,NEAR Protocol,NEAR,near-protocol,424,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1092184114.00,1197552136.00,False,,17,,,,2024-06-27T09:28:00.000Z,5.10,193952079.66,-19.12,0.49,-3.31,-5.44,-35.37,-30.22,-27.11,5574689010.11,0.25,6112504884.50,,2024-06-27T09:28:00.000Z,,,,,,2024-06-27 18:28:59
17,7083,Uniswap,UNI,uniswap,1052,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem', 'cmc-crypto-awards-2024']",,599957294.71,1000000000.00,False,,18,,,1.07,2024-06-27T09:27:00.000Z,9.28,122538577.86,7.85,0.83,-1.04,-7.19,-14.69,15.49,-26.64,5567535706.80,0.25,9279886678.42,5201703562.72,2024-06-27T09:27:00.000Z,1027.00,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2024-06-27 18:28:59
18,3890,Polygon,MATIC,polygon,1411,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",,9884436601.52,10000000000.00,False,,19,,,,2024-06-27T09:27:00.000Z,0.55,182608159.16,-3.38,0.61,-1.27,-7.00,-24.92,-25.32,-44.56,5429815736.96,0.24,5493298157.35,,2024-06-27T09:27:00.000Z,,,,,,2024-06-27 18:28:59
19,4943,Dai,DAI,multi-collateral-dai,3296,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.75,5347888595.75,True,,20,,,,2024-06-27T09:27:00.000Z,1.00,348445874.25,7.79,0.01,-0.03,-0.02,0.01,-0.03,-0.06,5346555435.37,0.24,5346555435.37,,2024-06-27T09:27:00.000Z,1027.00,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2024-06-27 18:28:59
20,3957,UNUS SED LEO,LEO,unus-sed-leo,48,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,926129595.90,985239504.00,False,,21,,,,2024-06-27T09:27:00.000Z,5.74,1148322.65,-8.34,-0.07,-0.23,0.38,-4.00,-1.07,-5.49,5313601268.62,0.24,5652740071.72,,2024-06-27T09:27:00.000Z,1027.00,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-06-27 18:28:59
