,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,11134,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.00,19716384.00,19716384.00,False,,1,,,,2024-06-25T08:45:00.000Z,60715.61,42072743346.57,120.74,0.01,-3.34,-7.62,-12.22,-5.75,-12.90,1197092377341.09,53.37,1275027912022.96,,2024-06-25T08:45:00.000Z,,,,,,2024-06-25 17:45:51
1,1027,Ethereum,ETH,ethereum,9082,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120154099.20,120154099.20,True,,2,,,,2024-06-25T08:44:00.000Z,3350.35,21615160577.94,60.41,-0.33,-1.04,-2.80,-11.56,6.64,-6.04,402558545705.39,17.95,402558545705.39,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
2,825,Tether USDt,USDT,tether,89451,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112934363981.53,116077402099.84,True,,3,,,,2024-06-25T08:44:00.000Z,1.00,73392318501.53,75.05,-0.08,0.01,-0.04,-0.03,-0.05,-0.05,112876272977.43,5.03,116017694384.63,,2024-06-25T08:44:00.000Z,1027.00,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-25 17:45:51
3,1839,BNB,BNB,bnb,2186,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583516.81,147583516.81,False,,4,,,,2024-06-25T08:44:00.000Z,569.41,1943873649.32,19.93,-0.28,-0.83,-3.91,-5.57,-6.56,-0.98,84035925248.29,3.75,84035925248.29,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
4,5426,Solana,SOL,solana,691,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462254198.47,578932271.87,True,,5,,,,2024-06-25T08:44:00.000Z,133.65,3346738739.54,85.78,-1.30,5.85,-3.60,-18.70,-7.27,-28.46,61781527707.11,2.75,77375868761.27,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
5,3408,USDC,USDC,usd-coin,19873,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32680706522.69,32680706522.69,False,,6,,,,2024-06-25T08:44:00.000Z,1.00,8003497404.02,101.94,-0.08,-0.00,0.00,-0.01,0.00,0.01,32681503319.50,1.46,32681503319.50,,2024-06-25T08:44:00.000Z,1027.00,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-25 17:45:51
6,52,XRP,XRP,xrp,1342,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.00,55618185850.00,99987512072.00,False,,7,,,,2024-06-25T08:45:00.000Z,0.48,1134567292.13,29.48,-0.04,-0.36,-5.61,-11.56,-9.52,-23.34,26450327690.10,1.18,47556976708.01,,2024-06-25T08:45:00.000Z,,,,,,2024-06-25 17:45:51
7,11419,Toncoin,TON,toncoin,432,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2458325807.04,5108079284.07,True,,8,3414166606.00,25819554864.91,,2024-06-25T08:44:00.000Z,7.56,392090142.28,15.14,-0.36,3.93,2.88,19.49,40.34,54.72,18591031245.82,0.83,38629729755.34,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
8,74,Dogecoin,DOGE,dogecoin,1010,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144852196383.71,144852196383.71,True,,9,,,,2024-06-25T08:45:00.000Z,0.12,949514560.80,41.88,-0.57,1.96,-1.05,-28.90,-19.60,-33.49,17601100944.71,0.78,17601100944.71,,2024-06-25T08:45:00.000Z,,,,,,2024-06-25 17:45:51
9,2010,Cardano,ADA,cardano,1197,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.00,35743167685.44,36994116264.58,False,,10,,,,2024-06-25T08:44:00.000Z,0.39,393730267.93,62.05,-0.67,2.54,1.71,-15.92,-17.44,-40.30,13833791157.14,0.62,17416492224.47,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
10,1958,TRON,TRX,tron,993,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87232057795.72,87232109667.52,True,,11,71659659264.00,8643643886.24,,2024-06-25T08:44:00.000Z,0.12,325374497.32,56.35,-0.01,1.43,4.76,6.15,2.99,-0.01,10521998719.98,0.47,10522004976.79,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
11,5994,Shiba Inu,SHIB,shiba-inu,835,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271272075720.62,589519721419069.62,False,,12,,,,2024-06-25T08:44:00.000Z,0.00,352516700.73,64.76,-0.62,-0.20,-6.34,-30.60,-33.91,-42.96,10070258121.82,0.45,10074503957.54,,2024-06-25T08:44:00.000Z,1027.00,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-25 17:45:51
12,5805,Avalanche,AVAX,avalanche,749,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.00,393757965.38,443104335.38,False,,13,,,,2024-06-25T08:44:00.000Z,24.93,428943872.10,-3.36,-0.98,1.69,-6.41,-33.22,-29.66,-54.44,9815195859.66,0.44,17841452061.87,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
13,1975,Chainlink,LINK,chainlink,1798,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.45,1000000000.00,False,,14,,,,2024-06-25T08:44:00.000Z,13.83,443040040.34,91.90,-0.45,5.43,0.26,-20.52,-6.83,-29.28,8412285950.82,0.38,13833722018.70,,2024-06-25T08:44:00.000Z,1027.00,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-25 17:45:51
14,6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.37,1437953431.37,True,,15,1461135787.27,8376287592.00,,2024-06-25T08:45:00.000Z,5.73,223280319.24,58.06,-1.19,1.94,-3.16,-22.93,-16.45,-39.75,8243389553.50,0.37,8243389553.50,,2024-06-25T08:45:00.000Z,,,,,,2024-06-25 17:45:51
15,1831,Bitcoin Cash,BCH,bitcoin-cash,896,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.00,19724146.88,19724146.88,False,,16,,,,2024-06-25T08:44:00.000Z,371.77,434614017.74,120.62,-0.11,-0.08,-5.96,-24.50,-22.18,-23.54,7332867315.50,0.33,7807192605.16,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
16,6535,NEAR Protocol,NEAR,near-protocol,423,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1091586412.00,1197264416.00,False,,17,,,,2024-06-25T08:45:00.000Z,5.49,544752509.33,68.84,-1.22,1.71,13.61,-32.47,-24.07,-27.29,5996058652.00,0.27,6576545458.39,,2024-06-25T08:45:00.000Z,,,,,,2024-06-25 17:45:51
17,3890,Polygon,MATIC,polygon,1407,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",,9874426268.37,10000000000.00,False,,18,,,,2024-06-25T08:44:00.000Z,0.57,305316908.50,51.72,0.35,2.58,2.36,-21.32,-20.72,-44.66,5621711804.56,0.25,5693203485.21,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
18,7083,Uniswap,UNI,uniswap,1048,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem', 'cmc-crypto-awards-2024']",,599957294.71,1000000000.00,False,,19,,,1.07,2024-06-25T08:44:00.000Z,9.32,217454876.41,63.47,-1.14,0.14,-5.55,-16.87,20.09,-25.60,5589278190.51,0.25,9316126730.67,5201703562.72,2024-06-25T08:44:00.000Z,1027.00,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2024-06-25 17:45:51
19,4943,Dai,DAI,multi-collateral-dai,3272,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.75,5347888595.75,True,,20,,,,2024-06-25T08:44:00.000Z,1.00,521471008.97,73.57,-0.01,-0.01,-0.00,-0.00,-0.01,-0.01,5347651195.12,0.24,5347651195.12,,2024-06-25T08:44:00.000Z,1027.00,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2024-06-25 17:45:51
20,3957,UNUS SED LEO,LEO,unus-sed-leo,47,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,926142182.90,985239504.00,False,,21,,,,2024-06-25T08:44:00.000Z,5.77,2417580.80,-37.53,0.01,-0.46,1.65,-3.76,-0.18,-4.89,5340612932.11,0.24,5681398529.77,,2024-06-25T08:44:00.000Z,1027.00,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-06-25 17:45:51
21,2,Litecoin,LTC,litecoin,1203,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.00,74679749.86,84000000.00,False,,22,,,,2024-06-25T08:45:00.000Z,70.33,525777649.86,74.60,-0.44,-1.88,-4.48,-16.96,-17.89,-25.90,5252303718.12,0.23,5907806509.31,,2024-06-25T08:45:00.000Z,,,,,,2024-06-25 17:45:51
22,24478,Pepe,PEPE,pepe,408,2023-04-17T06:18:08.000Z,['memes'],420690000000000.00,420689899999994.81,420689899999994.81,False,,23,,,,2024-06-25T08:44:00.000Z,0.00,902633534.49,54.73,-0.52,9.47,7.30,-23.16,51.21,46.25,4874406229.15,0.22,4874407387.82,,2024-06-25T08:44:00.000Z,1027.00,Ethereum,ETH,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,2024-06-25 17:45:51
23,8916,Internet Computer,ICP,internet-computer,267,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'collectibles-nfts', 'defi', 'privacy', 'interoperability', 'smart-contracts', 'dao', 'wallet', 'storage', 'polychain-capital-portfolio', 'governance', 'launchpad', 'lending-borowing', 'metaverse', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'internet-computer-ecosystem', 'bitcoin-ecosystem', 'real-world-assets', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'depin']",,465419700.66,520044122.85,True,,24,465419700.66,3736892648.74,,2024-06-25T08:44:00.000Z,8.03,77542138.14,29.09,-1.00,2.47,-3.58,-34.50,-40.25,-58.38,3736892648.74,0.17,4175476579.38,,2024-06-25T08:44:00.000Z,8916.00,ICP,ICP,internet-computer,ryjl3-tyaaa-aaaaa-aaaba-cai,2024-06-25 17:45:51
24,20396,Kaspa,KAS,kaspa,121,2022-06-01T00:03:58.000Z,"['mineable', 'dag', 'pow', 'store-of-value', 'polychain-capital-portfolio', 'layer-1']",28700000000.00,24018273436.12,24018287187.88,False,,25,,,,2024-06-25T08:44:00.000Z,0.15,75172405.08,26.02,-0.86,2.38,4.65,8.54,27.32,12.86,3674203753.82,0.16,4390392507.40,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
25,1321,Ethereum Classic,ETC,ethereum-classic,535,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio']",210700000.00,147660360.94,210700000.00,False,,26,,,,2024-06-25T08:44:00.000Z,23.26,180258090.93,38.69,-0.45,2.21,0.82,-27.30,-13.37,-26.37,3433904369.27,0.15,4899917933.32,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
26,21794,Aptos,APT,aptos,393,2022-10-19T01:50:25.000Z,"['binance-labs-portfolio', 'aptos-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'move-vm']",,452033468.06,1102604113.01,True,,27,130000000.00,889887488.74,,2024-06-25T08:44:00.000Z,6.85,183682872.30,72.94,-1.07,2.80,-1.81,-24.32,-23.46,-62.48,3094299443.99,0.14,7547643116.91,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
27,328,Monero,XMR,monero,286,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,18446744.07,18446744.07,True,,28,,,,2024-06-25T08:45:00.000Z,162.44,59081788.18,47.05,-0.31,-2.20,-6.03,14.08,35.73,19.59,2996488583.40,0.13,2996488583.40,,2024-06-25T08:45:00.000Z,,,,,,2024-06-25 17:45:51
28,5690,Render,RNDR,render,425,2020-06-11T00:00:00.000Z,"['art', 'media', 'vr-ar', 'ai-big-data', 'distributed-computing', 'collectibles-nfts', 'scaling', 'video', 'ethereum-ecosystem', 'solana-ecosystem', 'metaverse', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'polygon-ecosystem', 'web3', 'generative-ai', 'depin']",,388646672.47,532073612.75,False,,29,,,,2024-06-25T08:44:00.000Z,7.61,248422262.54,91.41,-0.99,8.76,5.45,-24.63,-10.02,-33.36,2958765052.45,0.13,4050673586.69,,2024-06-25T08:44:00.000Z,1027.00,Ethereum,ETH,ethereum,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,2024-06-25 17:45:51
29,4642,Hedera,HBAR,hedera,273,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'layer-1']",50000000000.00,35761094687.03,50000000000.00,False,,30,,,,2024-06-25T08:44:00.000Z,0.08,60752413.08,59.53,-0.55,3.23,1.29,-27.22,-32.61,-31.69,2789255621.05,0.12,3899846530.79,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
30,3794,Cosmos,ATOM,cosmos,776,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,390930671.00,390930671.00,True,,31,,,,2024-06-25T08:44:00.000Z,6.93,167748911.63,64.85,-0.62,4.79,4.64,-17.71,-16.20,-42.26,2707587896.37,0.12,2707587896.37,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
31,11841,Arbitrum,ARB,arbitrum,933,2023-03-23T12:50:11.000Z,"['scaling', 'dao', 'dapp', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'layer-2', 'rollups', 'pantera-capital-portfolio', 'arbitrum-ecosytem', 'modular-blockchain', 'egirl-capital-portfolio']",,3231588116.00,10000000000.00,False,,32,,,,2024-06-25T08:44:00.000Z,0.82,297057387.21,70.57,-0.91,4.87,2.04,-32.06,-24.61,-51.70,2634217727.38,0.12,8151464954.14,,2024-06-25T08:44:00.000Z,11841.00,Arbitrum,ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,2024-06-25 17:45:51
32,512,Stellar,XLM,stellar,599,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.00,29116678389.99,50001786967.37,False,,33,,,,2024-06-25T08:44:00.000Z,0.09,80834221.73,56.53,-0.08,2.06,-1.99,-17.90,-20.28,-33.42,2627520409.93,0.12,4512216887.24,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
33,3897,OKB,OKB,okb,124,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'alameda-research-portfolio', 'x1-ecosystem']",,60000000.00,300000000.00,False,,34,246638974.00,10160889164.77,,2024-06-25T08:44:00.000Z,41.20,4312577.31,20.13,-0.27,-1.35,-5.96,-14.95,-21.58,-38.29,2471845142.72,0.11,12359225713.58,,2024-06-25T08:44:00.000Z,1027.00,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,2024-06-25 17:45:51
34,2280,Filecoin,FIL,filecoin,491,2017-12-13T00:00:00.000Z,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'web3', 'filecoin-ecosystem', 'sec-security-token', 'alleged-sec-securities', 'depin']",,564918530.00,1960169293.00,False,,35,,,,2024-06-25T08:45:00.000Z,4.37,187867588.12,52.04,-0.68,3.09,-1.82,-26.44,-27.10,-52.94,2466068554.15,0.11,8556830051.72,,2024-06-25T08:45:00.000Z,,,,,,2024-06-25 17:45:51
35,27075,Mantle,MNT,mantle,76,2023-07-17T11:00:31.000Z,"['ethereum-ecosystem', 'layer-2', 'dwf-labs-portfolio']",6219316795.00,3266841707.84,6219316794.99,False,,36,1843669839.00,1388705587.30,,2024-06-25T08:45:00.000Z,0.75,242631471.49,71.37,-0.73,-1.36,-8.95,-25.89,-32.18,-34.22,2460679909.45,0.11,4684569763.89,,2024-06-25T08:45:00.000Z,1027.00,Ethereum,ETH,ethereum,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-06-25 17:45:51
36,3635,Cronos,CRO,cronos,240,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments', 'injective-ecosystem', 'layer-1']",,26571560696.00,30000000000.00,False,,37,,,,2024-06-25T08:44:00.000Z,0.09,13671469.13,65.26,0.05,1.33,-3.79,-24.57,-27.91,-37.83,2409728320.11,0.11,2720647478.35,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
37,4847,Stacks,STX,stacks,182,2019-10-28T00:00:00.000Z,"['mineable', 'platform', 'collectibles-nfts', 'defi', 'smart-contracts', 'metaverse', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', 'usv-portfolio', 'web3', 'injective-ecosystem', 'bitcoin-ecosystem']",1818000000.00,1468525651.16,1818000000.00,False,,38,1048765672.09,1662997330.88,,2024-06-25T08:44:00.000Z,1.59,102779032.79,61.28,-0.80,2.18,-2.77,-20.28,-39.96,-54.32,2328598564.20,0.10,2882749910.68,,2024-06-25T08:44:00.000Z,,,,,,2024-06-25 17:45:51
38,10603,Immutable,IMX,immutable-x,292,2021-06-24T00:00:00.000Z,"['collectibles-nfts', 'zero-knowledge-proofs', 'gaming', 'scaling', 'layer-2', 'rollups', 'arrington-xrp-capital-portfolio', 'alameda-research-portfolio']",2000000000.00,1507875589.39,2000000000.00,False,,39,570354831.00,877839609.31,,2024-06-25T08:45:00.000Z,1.54,68154807.98,53.60,-0.40,3.14,2.64,-35.99,-25.18,-47.76,2320788474.71,0.10,3078222753.97,,2024-06-25T08:45:00.000Z,1027.00,Ethereum,ETH,ethereum,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,2024-06-25 17:45:51
39,26081,First Digital USD,FDUSD,first-digital-usd,320,2023-07-26T04:26:40.000Z,"['stablecoin', 'ethereum-ecosystem', 'binance-smart-chain', 'usd-stablecoin', 'fiat-stablecoin']",,2222148282.30,2222148282.30,False,,40,,,,2024-06-25T08:44:00.000Z,1.00,6295727199.40,104.70,-0.05,-0.01,-0.05,0.04,-0.05,0.07,2221620872.78,0.10,2221620872.78,,2024-06-25T08:44:00.000Z,1027.00,Ethereum,ETH,ethereum,0xc5f0f7b66764F6ec8C8Dff7BA683102295E16409,2024-06-25 17:45:51
40,7226,Injective,INJ,injective,384,2020-09-29T00:00:00.000Z,"['pos', 'platform', 'cosmos-ecosystem', 'ai-big-data', 'defi', 'smart-contracts', 'cosmos', 'binance-smart-chain', 'binance-launchpad', 'binance-labs-portfolio', 'cms-holdings-portfolio', 'pantera-capital-portfolio', 'web3', 'injective-ecosystem', 'layer-1']",,93400000.00,100000000.00,False,,41,,,,2024-06-25T08:44:00.000Z,23.14,183612760.70,98.36,-0.26,12.86,11.80,-7.96,-11.98,-39.85,2161096474.88,0.10,2313807788.95,,2024-06-25T08:44:00.000Z,1027.00,Ethereum,ETH,ethereum,0xe28b3b32b6c345a34ff64674606124dd5aceca30,2024-06-25 17:45:51
41,8000,Lido DAO,LDO,lido-dao,408,2020-12-15T00:00:00.000Z,"['defi', 'dao', 'three-arrows-capital-portfolio', 'paradigm-portfolio', 'arbitrum-ecosytem', 'liquid-staking-derivatives', 'optimism-ecosystem', 'standard-crypto-portfolio', 'egirl-capital-portfolio']",,892888834.06,1000000000.00,False,,42,892888827.50,2139722809.02,0.07,2024-06-25T08:44:00.000Z,2.40,331674271.21,131.60,-0.90,12.64,18.50,-2.82,20.83,-24.53,2139722824.73,0.10,2396404505.37,32293617685.78,2024-06-25T08:44:00.000Z,1027.00,Ethereum,ETH,ethereum,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2024-06-25 17:45:51
